ISSUERID,IVA_COMPANY_RATING,IVA_RATING_DATE,IVA_INDUSTRY,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,LAST_SCORE_UPDATE_DATE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,ENVIRONMENTAL_PILLAR_QUARTILE,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,GOVERNANCE_PILLAR_QUARTILE,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,SOCIAL_PILLAR_QUARTILE,GICS_SUB_IND,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_QUARTILE,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_QUARTILE,FINANCING_ENV_IMP_WEIGHT,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_QUARTILE,OPPS_CLN_TECH_WEIGHT,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_QUARTILE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_QUARTILE,OPPS_RENEW_ENERGY_WEIGHT,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_QUARTILE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_QUARTILE,PROD_CARB_FTPRNT_WEIGHT,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_QUARTILE,RAW_MAT_SRC_WEIGHT,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WASTE_QUARTILE,TOXIC_EMISS_WSTE_WEIGHT,WATER_STRESS_SCORE,WATER_STRESS_QUARTILE,WATER_STRESS_WEIGHT,CORP_BEHAV_SCORE,CORP_BEHAV_QUARTILE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_QUARTILE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_QUARTILE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_QUARTILE,ACCESS_TO_HLTHCRE_WEIGHT,CHEM_SAFETY_SCORE,CHEM_SAFETY_QUARTILE,CHEM_SAFETY_WEIGHT,COMM_REL_SCORE,COMM_REL_QUARTILE,COMM_REL_WEIGHT,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_QUARTILE,FIN_PROD_SAFETY_WEIGHT,CONTROV_SRC_SCORE,CONTROV_SRC_QUARTILE,CONTROV_SRC_WEIGHT,HLTH_SAFETY_SCORE,HLTH_SAFETY_QUARTILE,INS_HLTH_DEMO_RISK_WEIGHT,HLTH_SAFETY_WEIGHT,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_QUARTILE,HUMAN_CAPITAL_DEV_WEIGHT,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_QUARTILE,LABOR_MGMT_SCORE,LABOR_MGMT_QUARTILE,LABOR_MGMT_WEIGHT,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_QUARTILE,OPPS_NUTRI_HLTH_WEIGHT,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_QUARTILE,PRIVACY_DATA_SEC_WEIGHT,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_QUARTILE,PROD_SFTY_QUALITY_WEIGHT,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_QUARTILE,RESPONSIBLE_INVEST_WEIGHT,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_QUARTILE,SUPPLY_CHAIN_LAB_WEIGHT,ACCOUNTING_SCORE,BOARD_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_QUARTILE,OWNERSHIP_AND_CONTROL_SCORE,PAY_SCORE,BUS_ETHICS_GOV_PILLAR_SD,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,CORP_BEHAV_ETHICS_SCORE,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,ACCOUNTING_GOV_PILLAR_SD,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_GOV_PILLAR_SD,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_GOV_PILLAR_SD,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_GOV_PILLAR_SD,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_GOV_PILLAR_SD,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,ESG_HEADLINE,IVA_RATING_ANALYSIS,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,ESG_OVERALL_QUARTILE,BIODIV_LAND_USE_QUARTILE,CARBON_EMISSIONS_QUARTILE,INS_CLIMATE_CHG_RISK_QUARTILE,CORP_BEHAV_TAX_TRANSP_SCORE,Industry,CompanyName
IID000000002124134,A,20220526,Consumer Finance,BBB,1.0,6.7,4.5,20230106.0,8.3,5,3,1.9,33,4,5.7,62,1,Consumer Finance,8.3,5.0,5.3,2.0,,,7.0,18.0,6.0,0.0,,,5.1,36.0,5.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,5.3,3,,,,5.1,1.0,8.0,,,,,,,,,,3.3,3.0,23.0,,,,,,,,7.0,2.0,18.0,,,1.6,4.0,0.0,,,,8.3,1.0,13.0,,,,,,,,,,1.2,2.7,2.0,4,4.7,6.8,-1.8,31,62,5.2,-1.8,32,65,0.0,100,100,-1.171875,1,3,20220611,-3.303710938,5,5,-6.2,2,1,-1.2109375,17,20,-0.546875,70,74,Improved cybersecurity and talent management practices drive upgrade,"BFL has been upgraded to 'A' from 'BBB'. BFL has been upgraded to 'A' from 'BBB'. Improvements in BFL's cybersecurity practices and human capital management programs contribute to the upgrade. The company has adopted data encryption techniques and has ISO 27001 certification--practices that may help mitigate the risk of cyber threats. It has also exhibited strong efforts to attract and retain talent.As a consumer finance company, BFL relies on highly skilled staff. The company actively develops new pools of talent through its campus program. Also, it has established a robust grievance redressal mechanism for employees to express complaints anonymously.BFL continues to lead its industry peers on Access to Finance initiatives. It operates through more than 110,300 distribution points across India. As of FY 2021, rural financing contributed to 9.6% of BFL's consolidated assets under management.BFL continues to lag its industry peers on the Governance assessment. The board lacks independent majority, and was overboarded as of March 2022, with 30% of non-executive directors sitting on four boards. These may limit the board's ability to provide oversight of management. Moreover, we found limited evidence of anti-corruption policies.",,,8.3,5.0,,,3.0,,3.0,,10.0,Other,Environmental Consulting Inc.
IID000000002124140,BBB,20220203,Building Products,BBB,0.0,5.2,5.5,20220921.0,4.6,40,4,5.6,35,3,6.8,25,1,Building Products,7.7,15.0,4.4,7.1,2.3,10.0,6.8,25.0,,,3.0,15.0,,,,,,,,,,,,,2.3,4.0,10.0,,,,,,,,,,,,,,,,3.0,4.0,15.0,,,,4.4,4,,,,,,,,,,,,,,,,,,,,,,7.6,2.0,,10.0,8.7,1.0,0.0,,,6.3,2.0,15.0,,,,,,,,,,,,,,,,10.0,7.2,7.1,2,8.1,6.8,-2.2,18,30,4.3,-2.2,18,34,0.0,100,100,0.0,100,100,20220724,-1.26546875,53,70,-2.2,72,82,-0.4296875,63,69,-0.546875,70,74,,"Blue Star's rating is unchanged at 'BBB'. Blue Star's safety performance is on par with that of leading peers. Evidence indicates strong workplace health and safety programs. In 2020, its lost time incident frequency rate was 0.03 per million hours (vs. industry average of 1.68, as of December 2021). The inclusion of the Corporate Behavior Theme in the Governance assessment indicates weaknesses in Blue Star's business ethics policies and practices. It faces controversy in India over alleged misleading advertisements (December 2020).Blue Star has a small workforce (2020: 2,621) relative to the industry average (December 2021: 37,497); this may lower its labor complexities. Our research indicates its labor management initiatives are on par with those of industry peers, and its policies are generally in line with international labor conventions.Blue Star's environmental programs include those on energy conservation, water management, and waste reduction. However, we found limited information on its environmental management system, targets, and annual performance monitoring to reduce carbon emissions and toxic wastes from its operations.Blue Star's business segments, which include residential and industrial air conditioning products, present opportunities to develop cleaner technologies from the existing product lines, and capitalize on the increasing demand for energy-efficient products. However, the company lags industry peers on R&D investment: its three-year average R&D expense-to-sales ratio (2018-2020) was 0.84% (vs. 2.32%: December 2021 industry average).",,,7.7,15.0,,,3.0,,3.0,,10.0,Other,"Electronic Equipment, Instrumentsand Components Innovations"
IID000000002124153,BB,20221109,Trading Companies & Distributors,A,-2.0,2.9,4.5,20221209.0,4.2,19,2,3.9,44,4,5.2,37,4,Marine Ports & Services,10.0,0.0,8.1,3.1,4.2,19.0,6.7,19.0,,0.0,,,3.7,18.0,,,,,,0.0,,,,0.0,4.2,2.0,19.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,8.1,1,,,0.0,,,0.0,,,0.0,3.7,3.0,18.0,,,0.0,,,0.0,,,0.0,6.7,3.0,0.0,19.0,6.0,2.0,0.0,,,8.2,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.4,0.7,3.1,4,7.6,6.8,-0.7,95,100,8.1,-0.7,95,100,0.0,100,100,-0.078125,44,28,20220627,-4.21875,2,1,-5.4,6,7,-0.546875,58,56,-0.546875,70,89,,"We re-initiate coverage of Cosco Shipping International at 'BB'. In 2022, Cosco Shipping International's ESG Industry was changed from Marine Ports & Services to Trading Companies & Distributors, where companies face more comparable ESG-related risks. It has high exposure to potential reformulation costs and stringent chemical safety regulations owing to the coatings production business (FY 2020: 32% revenue). While it offers tin-free coating products with material safety data sheets, we found no evidence of a formal plan to phase out hazardous chemicals.The company trails global and home-market peers on corporate governance. As a state-owned entity (July 2022: 68.6% voting power), Cosco Shipping International has 3 board directors (of 6) who are state representatives; this may pose risk of government intervention in management. We also note entrenchment risk, with 3 of the 6 directors serving over 15 years and aged more than 70 as of April 2022.  Further, the company has recurring related-party transactions with the state that accounted for 51.6% of FY 2021 revenue.Similar to peers, the company has moderate exposure to risks related to health and safety. Cosco Shipping International has health and safety policies reinforced with audits, and secured certification to the ISO 45001 standard for its operations in 2021. As of 2021, Cosco Shipping International recorded  zero work-related fatalities.",,0.0,10.0,0.0,,0.0,4.0,,2.0,,10.0,Conglomerates,Tech Consulting Global
IID000000002124163,B,20221026,Construction & Engineering,B,0.0,2.0,2.9,20221026.0,4.1,17,4,2.8,58,3,2.3,25,4,Construction & Engineering,10.0,0.0,2.2,4.6,4.1,17.0,2.3,25.0,10.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,4.1,4.0,17.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,10.0,1.0,0.0,2.2,3,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.3,4.0,0.0,25.0,2.0,4.0,0.0,,,0.0,4.0,0.0,,,0.0,5.0,3.0,0.0,,,0.0,,,0.0,,,0.0,10.0,4.9,4.6,4,4.1,6.8,-3.0,5,23,2.0,-3.0,5,23,0.0,100,100,0.0,100,100,20210621,-2.309570313,18,32,-4.2,20,31,-1.328125,12,16,-0.546875,70,89,Weaknesses in corporate governance structure; high business ethics risk exposure,"China Railway Group's rating is unchanged at 'B'. We note weaknesses in China Railway Group's corporate governance structure. It is a controlled company, with the government holding 47.2% of voting rights through the stated-owned China Railway Engineering Corporation. Our research indicates related-party transactions (RPT) with the controlling shareholder in FY 2021; this along the absence of a fully independent audit committee to oversee such transactions may increase potential governance risks associated with RPTs for minority investors.As a state-owned entity, the company may face increased scrutiny of its business ethics practices. It has adopted executive oversight of ethics standards and policies against bribery and corruption. However, we found no evidence of strong practices such as whistleblower protection.The company's three-year R&D/sales ratio of 2.5% (FY 2019-2021) was higher than industry average (1.1% as of March 2022), which could indicate better innovation capacity relative to peers. However, we found no evidence of targets to increase investments in clean technologies.The company primarily operates in China, where rates of industrial injuries are high, as per ILO data. This, and its heavy construction business line may expose it to higher occupational health and safety (H&S) risks. While its H&S policy is overseen at the executive level and H&S performance is linked to executive pay, it appears to lack strong practices such as detailed incident reduction targets.",,0.0,10.0,0.0,,0.0,3.0,,3.0,,10.0,Industrials,Recyclingand Waste Management Inc.
IID000000002124165,AAA,20221220,Real Estate Development & Diversified Activities,AAA,0.0,9.3,7.1,20230127.0,6.6,28,1,7.5,39,1,7.1,33,1,Diversified Real Estate Activities,10.0,0.0,7.3,8.1,6.6,28.0,8.9,17.0,9.3,0.0,,,5.1,16.0,,,,,,0.0,,,,0.0,,,0.0,6.6,1.0,28.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,9.3,1.0,0.0,7.3,2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.9,1.0,0.0,17.0,7.9,1.0,0.0,,,8.4,2.0,0.0,,,0.0,10.0,1.0,0.0,5.1,3.0,16.0,,,0.0,,,0.0,9.4,9.5,8.1,1,8.8,5.0,-1.1,82,61,7.2,-1.1,82,61,0.0,100,100,-0.078125,44,77,20221006,-0.234375,97,90,-1.4,90,54,-0.2734375,73,32,-0.859375,39,12,Leading governance practices; maintains focus on environmental and safety management,"Lendlease's rating is unchanged at 'AAA'. Lendlease continues to lead most global peers on corporate governance practices with an independent board majority and fully independent nomination, audit, and pay committees for strong management oversight. Also, the company's business ethics practices lead those of most global peers, featuring a whistleblower system which provides anonymity and protection against retaliation. Further, the company maintains industry-leading practices for health and safety as well as environmental management.Occupational hazards are common in property development (45% of Lendlease's operations in 2021). This could expose the company to operational risks in case of safety incidents. Like leading peers, the company has adopted robust health and safety initiatives, including a groupwide policy that includes contractors, board-level oversight, and regular audits.Lendlease's portfolio is primarily located in Australia (56% of operations in 2021), where the demand for green buildings is high, offering opportunities in sustainable property investment. The company leads peers on related initiatives, like green leases, which may support its goal of net zero carbon by 2025.We have revised our evaluation of exposure to product safety and quality risks by removing a company-specific component based on the size of operations, resulting in a decrease in Lendlease's overall risk exposure. However, unlike with leading peers, we continue to find no evidence of certification to external quality standards such as ISO 9001.",,0.0,10.0,0.0,,0.0,1.0,,2.0,,10.0,Real Estate,Health Care Equipmentand Supplies Group
IID000000002124185,BB,20220120,Specialty Chemicals,B,1.0,3.5,4.1,20220722.0,3.1,55,4,5.2,33,3,5.6,12,1,Fertilizers & Agricultural Chemicals,4.1,16.0,5.7,6.0,2.9,7.0,4.8,0.0,1.9,16.0,3.5,16.0,5.6,12.0,,,,,,,,,,,2.9,4.0,7.0,,,,,,,,,,,,,,,,3.5,2.0,16.0,1.9,4.0,16.0,5.7,3,,,,,,,,,,5.6,1.0,12.0,,,,,,,,,,,,,,4.8,2.0,0.0,,,,,,,,,,,,,,,,,,,,,7.1,7.8,6.0,3,4.7,6.8,-1.7,38,70,5.6,-1.7,39,74,0.0,100,100,-0.390625,8,29,20201022,-0.9765625,67,82,-3.1,47,55,-1.2109375,17,20,-0.546875,70,74,,"Coromandel has been upgraded to 'BB' from 'B'. The company demonstrates strong water withdrawal performance relative to industry peers, driving the upgrade. Coromandel's withdrawal intensity of 2,290 m3/USD million in FY 2020 was much lower than the fertilizers and agricultural chemicals sub-industry average of 19,801, as of January 2022. However, the company does not seem to have robust programs to manage risks tied to water scarcity associated with its operations in India (100% in FY 2020), a country with high water stress level.With operations in India, where chemical regulations are less stringent than in the developed markets, Coromandel's exposure to related compliance risks is low. While we found evidence of a hazard risk assessment process, the company trails peers in phasing out hazardous chemicals.Fertilizer and pesticide manufacturers generally have high exposure to risks of incurring environmental liabilities related to toxic emissions and waste. Unlike industry peers, Coromandel's programs to mitigate key air pollutants (NOx/SOx) seem limited: it appears to lack quantitative targets to reduce emissions.Coromandel trails global peers in governance practices. The presence of related-party transactions with its controlling owner (the promoter group held 57.6% of voting rights, as of January 2022), without a fully independent audit committee oversight, could pose governance risks for minority shareholders. The company does not appear to have robust compliance practices (i.e., regular audits) to preempt potential corruption risks.",,,4.1,16.0,,,3.0,,4.0,,10.0,Materials,Containersand Packaging International
IID000000002124204,BBB,20220526,Real Estate Development & Diversified Activities,BB,1.0,5.1,5.5,20230125.0,4.0,28,4,6.4,39,1,5.6,33,2,Diversified Real Estate Activities,9.6,0.0,7.2,6.8,4.0,28.0,7.0,17.0,7.0,0.0,,,4.1,16.0,,,,,,0.0,,,,0.0,,,0.0,4.0,4.0,28.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,7.0,2.0,0.0,7.2,2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,7.0,1.0,0.0,17.0,9.6,1.0,0.0,,,10.0,1.0,0.0,,,0.0,6.8,3.0,0.0,4.1,4.0,16.0,,,0.0,,,0.0,10.0,6.7,6.8,1,8.3,6.4,-1.1,78,80,7.1,-1.1,78,80,0.0,100,100,0.0,100,100,20210929,-1.484375,44,76,-2.5,65,91,-0.390625,66,51,-0.625,56,80,Perceived gaps in construction quality control and green building investment frameworks,"Daito Trust Construction has been upgraded to 'BBB' from 'BB'. The upgrade is mainly driven by improved corporate governance practices. We found evidence of detailed executive pay disclosure as well as unwinding of all cross-shareholdings, which resolved complex stock ownership. The conclusion of controversy regarding alleged improper pass-on of consumption tax to property owners following the refunds paid to affected customers in 2020 also contributed to the upgrade. However, the company still trails peers in adopting strong construction quality practices.Daito Trust Construction operates in Japan, where the government has set a target for all new houses to be 'zero-energy' by 2030. This presents opportunities to capitalize on the demand for sustainable properties. The company has adopted various decarbonization initiatives, such as shifting to 100% renewable energy by 2040 and active promotion of cross-laminated timber (CLT) housing. However, the company lags leading peers in certifying properties to green building standards and in adopting tenant engagement programs to encourage responsible use of energy and water sources.The company's operations are mainly based in locations such as Japan (86%: FY 2020), where International Labour Organization data indicates historically low injury rates, and thus has low exposure to risks related to worksite safety. While the company's groupwide safety policy is supervised by an executive committee, it lags leading peers in obtaining safety certifications and in setting safety improvement targets.",,0.0,9.6,0.0,,0.0,3.0,,2.0,,10.0,Real Estate,Steel Production Corporation
IID000000002124209,AA,20221213,"Oil & Gas Refining, Marketing, Transportation & Storage",AA,0.0,8.3,6.3,20221213.0,7.4,48,1,4.7,37,3,7.1,15,2,Oil & Gas Refining & Marketing,10.0,21.0,4.3,6.1,4.9,11.0,7.1,15.0,,,5.6,16.0,,,,,,,,,,,,,4.9,2.0,11.0,,,,,,,,,,,,,,,,5.6,1.0,16.0,,,,4.3,4,,,,,,,,,,,,,,,,,,,,,,7.1,3.0,,15.0,8.2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,9.4,8.8,6.1,2,5.9,1.4,-2.2,17,9,4.2,-2.2,17,9,0.0,100,100,-0.078125,44,79,20210330,-0.546875,87,99,-3.0,49,84,-0.9375,37,29,-1.484375,17,56,,"Bangchak Corporation's rating is unchanged at 'AA'. We note improvements in the company's carbon emissions management. In addition to a net-zero emissions target for 2050, Bangchak Corporation aims to reduce GHG emissions through energy-efficiency improvement projects (e.g., reusing waste heat in crude oil distillation, improving heat exchangers, and reducing steam use) by 30% by 2030 (vs. 2021 levels). While its health and safety performance is in line with that of peers, contractor LTIR and TRIR have increased in the three years through 2021.Bangchak Corporation's biodiesel and petroleum refining operations (FY 2021: 40%) have lower exposure to risks of increased compliance costs tied to carbon emissions regulations than its oil and gas extraction operations (FY 2021: 22%). The company's GHG emission intensity averaged 176 tCO2e/USD million (2019-21), lower than the industry average of 314 as of December 2022.Our model suggests Bangchak Corporation operates primarily in countries with low employee fatality rates (FY 2021: 75% operations in Thailand, Norway, and Japan). While the company maintains its zero-fatality record since 2014, its contractor LTIR and TRIR increased at a CAGR of 6% and 23%, respectively, over 2019-21.Our model suggests Bangchak Corporation has high exposure to corruption risks, notably due to touchpoints with state officials to secure permits and its status as a state-owned entity (39% by the Thai government as of FY 2021). However, the company's policy against bribery does not appear to extend to all suppliers, unlike those of leading peers.",,,10.0,21.0,,,1.0,,1.0,,10.0,Energy,Marine Transport Technologies
IID000000002124218,CCC,20220224,Household Durables,CCC,0.0,0.0,3.2,20221129.0,2.2,11,4,4.1,39,4,2.7,50,4,Consumer Electronics,9.7,,6.4,4.3,,,3.9,22.0,,,2.2,11.0,2.9,17.0,,,0.0,11.0,2.2,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,2,,,,,,,,,,2.9,3.0,17.0,,,,,,,0.0,4.0,11.0,,,,,4.4,3.0,0.0,,,3.8,4.0,17.0,,,,,,,,,,,,,4.3,3.0,5.0,6.5,5.3,4.3,4,5.5,5.0,-1.4,55,91,6.3,-1.4,55,91,0.0,100,100,-0.46875,5,2,20210508,-2.1484375,22,38,-4.5,15,23,-1.015625,30,23,-0.859375,39,59,Subpar labor management programs and limited e-waste initiatives,"Skyworth's rating is unchanged at 'CCC'. Like most domestic consumer electronics manufacturers in China, Skyworth has vertically integrated operations. Its operations primarily rely on in-house production, and may thus expose it to risks of work disruptions and reduced staff productivity. However, our assessment indicates Skyworth lags peers in providing strong labor management initiatives. Further, while the company faces risk of compliance costs related to e-waste, its management program appears to trail that of industry peers.Skyworth's operations are primarily in China (95% of total assets in 2020), where ILO data suggests moderate risk of labor unrest. While we found evidence of employee stock option plan to help retain staff, it appears to lack a variable pay scheme to boost productivity and trade unions to help safeguard benefits of workforce.In 2020, Skyworth derived entire revenue from countries such as China, which has stringent regulations on managing e-waste. This exposes the company to high risk of penalty related to disposal of end-of-life electronic products. Yet, we found limited evidence of efforts such as take-back systems or recycling programs, to mitigate such risks.We have flagged Skyworth's board for leadership concern because the executive chair and the CEO are representatives of the controlling shareholder; this could create potential for conflicts of interest. Also, we note the presence of an overboarded non-executive director as of December 2020; this may impact his ability to effectively perform his duty on Skyworth's board.",,,10.0,,,,4.0,,2.0,,10.0,Consumer Goods,Diversified Chemicals International
IID000000002124501,A,20221103,Electrical Equipment,BBB,1.0,6.9,5.8,20221103.0,7.1,36,1,4.7,41,2,5.5,23,2,Heavy Electrical Equipment,9.7,0.0,3.3,6.6,7.3,24.0,5.5,23.0,9.9,0.0,6.8,12.0,,0.0,,,,,,0.0,,,,0.0,7.3,2.0,24.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,6.8,1.0,12.0,9.9,1.0,0.0,3.3,3,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,6.8,2.0,0.0,,,5.5,2.0,23.0,,,0.0,8.7,2.0,0.0,,,0.0,,,0.0,,,0.0,10.0,6.5,6.6,2,7.6,6.8,-2.6,9,40,3.2,-2.6,9,40,0.0,100,100,0.0,100,100,20200625,-1.594726563,39,61,-2.7,59,84,-0.546875,58,56,-0.546875,70,89,Improvements in overall governance framework and pollution management,"Shanghai Electric has been upgraded to 'A' from 'BBB'. Shanghai Electric now leads most home market peers on corporate governance (as of October 2022). The removal of the key metrics derived from accounting ratios (Revenue Recognition, Expense Recognition, and Asset-Liability Valuation) in the Governance assessment is a key contributor to the upgrade due to the company's low accounting risk compared with global peers. Further, we found evidence of whistleblower protection from retaliation; this may help preempt potential unethical business conduct.Shanghai Electric manufactures turbines and electrical equipment, mainly for energy generation and industrial applications, and may thus face environmental risks and compliance costs tied to potential toxic emissions. Shanghai Electric's pollution management program is average compared with peers. Notably, we note improvements in its FY 2021 emissions performance relative to peers: its hazardous and non-hazardous waste intensities of 0.2 and 3.4 t/USD million were lower than the industry averages of 0.4 and 4.1, respectively (as of August 2022).Shanghai Electric has labor-intensive operations (with 39,015 employees in 2021 vs. industry average of 28,077 as of August 2022) and may thus face related challenges. The company's related risk mitigation measures are average compared with industry peers. We found evidence of annual workforce surveys that may help gauge employee satisfaction. However, while it offers non-statutory benefits and performance-based incentives, the scope of these initiatives appears limited relative to peers.",,0.0,9.7,0.0,,0.0,2.0,,2.0,,10.0,Other,Real Estate Brokerage Global
